Starling ID,Headwords,Gloss,chosen_abbr,llm_second,v1_choice,v2_choice,agrees_v1,agrees_v2
PDR2040,*vàḷi-,wind,PW_WI,PW_AI,PW_WI,PW_WI,YES,YES
PDR2041,*valṯ-,paddy,AV_GG,FD_FD,FD_PT,FD_DI,,
PDR2042,*vaṇ-,to tremble,MO_SH,BP_BB,MO_SH,MO_SH,YES,YES
PDR2043,*van- (?),elder brother's wife,MK_BL,MK_RE,MK_SW,MK_SW,,
PDR2044,*vanḍ-,"mud, dirt",PW_MU,PW_GS,PW_MU,PW_MU,YES,YES
PDR2045,*vanḏ-,to cook,FD_CO,FD_BO,FD_CO,FD_CO,YES,YES
PDR2046,*van-i,a k. of prickly tree,AV_TR,AV_PN,PW_TR,AV_TR,,YES
PDR2047,*vans-,1 intestines 2 stomach,BP_BS,BP_WO,BP_BS,BP_BS,YES,YES
PDR2048,*vaŋ- (?),calf of leg,BP_LE,BP_KN,AN_CF,BP_LE,,YES
PDR2049,*vaŋk-,hook; a k. of curved ornament,SR_HK,PA_TO,SR_HK,CA_PI,YES,
PDR2050,*va(ŋ)k-,"stork, crane",AN_BI,AN_AN,AN_BA,AN_CK,,
PDR2051,*vaŋk-,rat hole,SR_HL,PW_WA,AN_MO,SR_HL,,YES
PDR2052,*var-,paddy,AV_RI,FD_VE,FD_PT,AV_GG,,
PDR2053,*var-,boundary; ridge,SR_ED,AV_FC,SR_ED,PW_SH,YES,
PDR2054,*var-a-,"to scratch, write",LM_WE,PA_CV,LM_WE,PA_CV,YES,
PDR2055,*var-ai,mountain; steep slope,PW_MH,SR_XL,PW_MH,PW_MH,YES,YES
PDR2056,*vaṟ-,flood,PW_RA,PW_WV,PW_RS,PW_RA,,YES
PDR2057,*vas-,sharp,SP_SP,SR_FS,SP_SP,SP_SP,YES,YES
PDR2058,*vaṭ-,unmarried,MK_WD,BP_WE,MK_MR,MK_MR,,
PDR2059,*vaṭ-i,belly; rupture,BP_BS,BP_BO,BP_BS,BP_BS,YES,YES
PDR2060,*vaẓ-,road,MO_RA,SR_PL,MO_RA,MO_RA,YES,YES
PDR2061,*vaẓ-,to scrape; to wipe,PA_RU,PA_CU,PA_WA,PA_SW,,
PDR2062,*vaẓ-,to act; action; manner; movement,MO_MO,PA_WS,MO_MO,PA_MA,YES,
PDR2063,*vaẓ-,to flow,MO_FL,PW_RS,MO_FL,MO_FL,YES,YES
PDR2064,*vaẓdaŋ-,brinjal,FD_VE,AV_PN,AV_FO,FD_ON,,
PDR2065,*vaẓt-,a snare,PT_ST,WH_WA,BP_SP,AN_SK,,
PDR2066,*vāḍ-,to shrivel,SR_GW,SP_DR,AN_CA,PA_TE,,
PDR2067,*vāḍ-,scent; to smell,SP_SB,SP_VS,SP_GS,SP_GS,,
PDR2068,*vāḍ-,"habit; to use, employ",SO_CU,MT_IP,PT_HR,TI_OF,,
PDR2069,*vāḍ- (?),"flesh, roast meat",FD_ME,FD_RF,FD_ME,FD_RF,YES,
PDR2070,*vāɣil,1 outside 2 door,DF_DG,SR_PL,DF_DG,DF_DG,YES,YES
PDR2071,*vāj-,field,AV_FC,PW_PF,PW_PF,PW_PF,,
PDR2072,*vāj,mouth; edge,BP_MO,SR_ED,BP_MO,BP_MO,YES,YES
PDR2073,*vāj-,to swell,SR_GW,MO_BO,BP_BI,PA_SR,,
PDR2074,*vāl-,to perch,MO_FY,MO_JL,AN_BI,MO_JL,,
PDR2075,*vāḷ-,to peel; to slice,PA_CU,PA_RU,FD_KN,PA_CU,,YES
PDR2076,*vāḷ-,a k. of fish,AN_FI,FD_FD,AN_FI,AN_FI,YES,YES
PDR2077,*vāḷ-,sword,WH_SW,PA_KF,WH_SW,WH_SW,YES,YES
PDR2078,*vāl- (?),yellow,SP_YL,SP_CO,SP_YL,SP_YL,YES,YES
PDR2079,*vān-,1 sky 2 rain,PW_SK,PW_RA,PW_RA,PW_RA,,
PDR2080,*vān-,to make smth.,PA_MA,PA_WV,PA_SI,FD_CO,,
PDR2081,*vāŋ-,to leak; to pour,MO_FL,PW_RS,PA_PO,PA_PO,,
PDR2082,*vāpal-,bat,AN_BI,AN_AN,FD_PJ,AN_FL,,
PDR2083,*vā-[r]-,to come,MO_CO,MO_GO,TI_FI,TI_SI,,
PDR2084,*vār-,to flow; to strain,MO_FL,PW_RS,MO_FL,MO_FL,YES,YES
PDR2085,*vār-,"to split, cut open",PA_SP,PA_CU,PA_SP,PA_CU,YES,
PDR2086,*vār-,a sum of money,PT_MO,PT_WA,QN_QN,PT_MO,,YES
PDR2087,*vār-,to scoop,PA_SH,PT_SG,BP_SP,FD_KD,,
PDR2088,"*vār-, *vār-nd-",to suffer; pain,EM_PS,EM_GS,EM_PS,EM_PS,YES,YES
PDR2089,*ved-,to search,PT_SE,MT_TR,PT_FI,PT_SE,,YES
PDR2090,*veḍ-,to shine; clear,PW_LG,SP_SH,MT_CP,SP_SH,,
PDR2091,*veḍ-[aŋ-] (?),beauty,EM_BF,SP_BR,EM_BF,EM_BF,YES,YES
PDR2092,*vedir,bamboo,AV_PN,AV_TR,AN_MK,AV_TR,,
PDR2093,*veḏ- / *ver- (?),to fear,EM_FF,EM_AN,EM_FF,EM_FF,YES,YES
PDR2094,*veḏag-,firewood,PW_WD,PW_FI,PW_WD,PW_WD,YES,YES
PDR2095,*vej-,to hit (with a throwing motion),PA_SH,MO_TH,MO_TH,PA_SH,,YES
PDR2096,*vejṟ- (?),"empty, alone",QN_EM,QN_AO,QN_EM,QN_EM,YES,YES
PDR2097,*vek-,to hiccough,BP_YG,BP_CO,TI_MS,EM_GR,,
PDR2098,*veḷ-,to lie on one's back,SR_LI,MO_FA,EM_LI,SR_LI,,YES
PDR2099,*veḷ-,"to go out, expel; outside",MO_GA,SR_OP,MO_EN,MO_GA,,YES
PDR2100,*veḷ-,white,SP_WH,PW_LG,SP_WH,SP_WH,YES,YES
PDR2101,*veḷ-,flood,PW_WA,PW_RS,PW_RS,PW_RS,,
PDR2102,*veḷ-,wood apple,FD_FR,AV_TR,FD_AP,FD_AP,,
PDR2103,*veḷ-,"to be ashamed, afraid",EM_SH,EM_FF,EM_SH,EM_SH,YES,YES
PDR2104,*velg-,fence,PA_BU,DF_WL,DF_YR,AN_PS,,
PDR2105,*vel-V́k- (?),thin strip of bamboo,PA_BA,AV_PN,PW_WD,SR_NS,,
PDR2106,*ven-,to hear,SP_HE,SP_LI,SP_HE,SP_HE,YES,YES
PDR2107,*venḍ-,to return; again,MO_GO,MO_TU,PT_GB,PT_GB,,
PDR2108,*venḍ- (?),hair,BP_HA,BP_BO,BP_HA,BP_HA,YES,YES
PDR2109,*ve[ń]s-,to thatch,DF_RF,PA_CO,TI_LS,DF_RF,,YES
PDR2110,*veraḻ-,finger,BP_FI,BP_TE,BP_FI,BP_FI,YES,YES
PDR2111,*verin-,back,BP_BA,SR_BO,BP_BA,BP_BA,YES,YES
PDR2112,*verl-,large tree root,AV_RO,AV_TR,AV_RO,AV_TR,YES,
PDR2113,*verVg-,wild cat,AN_CT,AN_AN,AN_CT,AN_CT,YES,YES
PDR2114,*veṟ-,mad,MT_IM,EM_AG,EM_AG,EM_AG,,
PDR2115,*veṟ- (*-ḏ-),"to hate, detest",EM_HT,EM_AG,EM_HT,EM_HT,YES,YES
PDR2116,*veṯ-,betel pepper,FD_VE,AV_PN,FD_PP,FD_PP,,
PDR2117,*veṭ-,1 mountain 2 shore,PW_MH,PW_SH,PW_SH,PW_MH,,YES
PDR2118,*veṭ-,"hot, heat",SP_HW,PW_FI,SP_HW,SP_HW,YES,YES
PDR2119,*veṭ-,to cut,PA_CU,PA_SH,PA_CU,PA_CU,YES,YES
PDR2120,*vē-,to be hot,PW_BU,SP_HW,EM_DE,EM_DE,,
PDR2121,*vēɣ- (*b-),"to spy, peep",SP_LO,MT_TR,BP_UU,SP_LO,,YES
PDR2122,*vēḷ-,to sacrifice,RB_SO,RB_WO,RB_SO,RB_SO,YES,YES
PDR2123,*vēḷ-,"throat, neck",BP_TR,BP_NK,BP_NK,BP_TR,,YES
PDR2124,*vēḷ-,petty chief,SO_KK,SO_NO,WH_AD,WH_AD,,
PDR2125,*vēl-,"dart, spear",WH_SP,WH_WA,WH_SP,WH_SP,YES,YES
PDR2126,*vēl-ai,work,PA_WS,PA_WV,TI_FI,PA_WS,,YES
PDR2127,*vēḷai,a k. of herb (black vailay),FD_VE,AV_PN,AV_PN,AV_PN,,
PDR2128,*vēlẓ- (?),to desire (physically),EM_DE,EM_WW,EM_DE,EM_DE,YES,YES
PDR2129,*vēmp-,the neem tree,AV_TR,FD_VE,AV_TR,AV_TR,YES,YES
PDR2130,*vēnd-,king; god,SO_KK,RB_GD,SO_KK,SO_KK,YES,YES
PDR2131,*vēnḍ-,"to want, desire",EM_WW,EM_DE,EM_DE,EM_DE,,
PDR2132,*vē[ń]s-,to wear (a piece of cloth),CA_CD,CA_CC,CA_CD,CA_CD,YES,YES
PDR2133,*vēnṭ-,to hunt,AN_HU,WH_FI,AN_HU,AN_HU,YES,YES
PDR2134,*vēnǯ-,to unpack,PA_DP,MO_EN,MO_FE,MO_CA,,
PDR2135,*vēŋ-,"tiger, leopard",AN_BR,AN_AN,AN_LN,AN_LN,,
PDR2136,*vēŋ-,a k. of tree (Pterocarpus marsupium),AV_TR,PW_WD,AV_TR,AV_TR,YES,YES
PDR2137,*vēs-,weariness,EM_PS,EM_AN,CA_FE,EM_GS,,
PDR2138,*vēṯ-/*vēḏ-,to separate,SR_SE,SR_DI,PA_SP,SR_SE,,YES
PDR2139,*vid-,"to expand, open; to flap",SR_OP,AV_FL,SR_OP,PA_SR,YES,
PDR2140,*vìd-,"desire, lust; rutting",EM_DE,,EM_DE,EM_DE,YES,YES
PDR2141,*viḍ- (*-e-),"to open, burst, crack",PA_BK,PA_SP,PA_BK,PA_TE,YES,
PDR2142,*vid-[aḻ-],"to scatter, disperse",PA_SO,MO_FL,PW_DU,PA_SO,,YES
PDR2143,*viḍ[i]-,to leave,SR_LE,PT_RS,MO_GA,MO_GA,,
PDR2144,*vig-,tight,PA_BI,SP_HA,CA_TR,PA_SR,,
PDR2145,*vig- (?),"surprise, amazement",EM_SU,EM_WA,EM_SU,EM_WA,YES,
PDR2146,*vil-,to sell,PT_SL,PT_TD,PT_SL,PT_SL,YES,YES
PDR2147,*viḷ-,"to split, crack",PA_SP,PA_BK,PA_SP,PA_TE,YES,
PDR2148,*vIḷ-aj-,to thrive; to grow,SR_GW,AV_CH,AV_CT,AV_SS,,
PDR2149,*vil1,bow,WH_BW,PA_TO,WH_BW,WH_BW,YES,YES
PDR2150,*viṇ,sky,PW_SK,PW_CL,PW_SK,PW_SK,YES,YES
PDR2151,*viṇ-,"to swell; stout, heavy",SR_XL,MO_RI,FD_BB,PA_SR,,
PDR2152,*vir-,to collapse; to be loosened,SR_OP,MO_RI,PA_FO,PA_FO,,
PDR2153,*vir-,a k. of tree (sebesten),AV_TR,PW_WD,AV_TR,AV_TR,YES,YES
PDR2154,*vir-,to beg for,EM_DE,LM_AR,PT_BG,EM_PL,,
PDR2155,*vir-nd-,feast; entertainment,FD_AM,SO_GU,FD_SR,FD_AM,,YES
PDR2156,*virs-,to thresh,AV_TH,PA_SH,AV_TH,AV_TH,YES,YES
PDR2157,*viṟ- (*-ḏ-),"bewildered, surprised",EM_WA,MT_DB,EM_SU,EM_WA,,YES
PDR2158,*vis-,to cook; to heat on the sun,FD_CO,PW_BU,FD_RF,FD_CO,,YES
PDR2159,*viS-,"1 all 2 big, great",SR_XL,QN_MM,QN_WH,SR_XL,,YES
PDR2160,*vistar-,leaf plate,FD_PL,AV_LE,FD_PL,AV_LE,YES,
PDR2161,*viẓ(i)-,to fall,MO_FA,BP_DD,MO_FA,MO_FA,YES,YES
PDR2162,*vī-,to throw; to blow,MO_TH,PA_SH,MO_TH,MO_TH,YES,YES
PDR2163,*vī-,"to die; to pass, go away",BP_DD,MO_GA,BP_DD,BP_DD,YES,YES
PDR2164,*vīc-,one sixteenth,QN_NN,PT_MO,TI_MS,QN_HA,,
PDR2165,*vīŋ-,to stand up; to grow,SR_ST,SR_XL,EM_GL,SR_ST,,YES
PDR2166,*vī̆ṟ- (*-ḏ-),"to grow, overflow; proud, arrogant",SR_GW,MO_RI,EM_PD,SR_GW,,YES
PDR2167,*vī̆t-,to sow,AV_SS,AV_CT,AN_SO,AV_SS,,YES
PDR2168,*vīẓ-,to sell,PT_SL,PT_GO,PT_SL,PT_SL,YES,YES
PDR2169,*źaḷ-,pangolin,AN_AN,AN_IN,AN_CN,AN_LN,,
PDR2170,*zaŋk-,to scold; to fear,LM_ST,EM_AG,EM_FF,SO_CO,,
PDR2171,*zēṟ-,a k. of snake (dhaman),AN_SK,AN_AN,AN_SK,AN_SK,YES,YES
PDR2172,*zol-,1 to speak 2 to order,LM_ST,SO_CR,SO_CR,SO_CR,,
PDR2173,*zoḷ-,decayed; empty,BP_WE,SP_DR,QN_EM,BP_DD,,
PDR2174,*zōk-,to wash,PA_WA,CA_SA,PA_WA,PA_WA,YES,YES
PDR2175,*zōl-,"to shake, swing, oscillate",MO_SH,MO_TU,MO_SH,MO_SH,YES,YES
PDR2176,*zōmb-,"drowsy, lazy, idle; swoon",EM_EF,BP_SL,EM_UG,SP_DR,,
PDR2177,*ʒak-,"to deride, jeer",LM_SY,EM_AG,PT_MS,RB_CU,,
PDR2178,*ʒal-,"to sift, sieve",PA_MA,PA_TO,QN_PR,SP_PS,,
PDR2179,*ʒaŋ-,"step, stride",MO_WA,SR_MS,MO_WA,MO_WA,YES,YES
PDR2180,*ʒēg- (?),far,SR_FR,SR_SZ,SR_FR,SR_FR,YES,YES
PDR2181,*ǯabb-,"weak, ill",BP_WE,BP_SS,BP_WE,BP_WE,YES,YES
PDR2182,*ǯabb-,shoulder blade,BP_SD,BP_BA,BP_SD,BP_SD,YES,YES
PDR2183,*ǯaḍḍ-,blockhead,MT_FS,BP_WE,BP_FO,BP_HE,,
PDR2184,*ǯaḍ-i-,to fear; to frighten,EM_FF,LM_TH,EM_FF,EM_FF,YES,YES
PDR2185,*ǯak- (?),to pierce,PA_CU,PA_SH,FD_KN,PA_CV,,
PDR2186,*ǯal-,"1 to strain, sprinkle 2 spring",PW_RA,PA_PO,PA_BN,PA_SO,,
PDR2187,*ǯal-,broken stone,PW_SR,PW_SA,PW_SR,PW_SR,YES,YES
PDR2188,*ǯal-,spring; to leak,PW_SW,PW_WA,PW_SW,TI_SP,YES,
PDR2189,*ǯamb-,elephant grass,AV_GR,PW_WF,AN_EL,AV_GR,,YES
PDR2190,*ǯaŋ- (?),moon,PW_MO,PW_SK,PW_MO,PW_MO,YES,YES
PDR2191,*ǯar-,"to slip, fall",MO_FA,MO_SS,MO_SS,MO_SS,,
PDR2192,*ǯav-,"swampy, shaky, soft",PW_MU,BP_WE,PW_SA,SP_WD,,
PDR2193,*ǯavaḷ-i,a k. of cloth,CA_CL,CA_CD,CA_CL,CA_CL,YES,YES
PDR2194,*ǯāḍ-,"sign, trace",SR_SN,MT_ME,SR_SN,SR_SN,YES,YES
PDR2195,*ǯā̆ḍ-,to strike; to trample,PA_SH,PA_HA,PA_SH,PA_SH,YES,YES
PDR2196,*ǯāṟ-,"to slip, slide",MO_SS,MO_GA,MO_SS,MO_SS,YES,YES
PDR2197,*ǯā[v]il-,dog,AN_DO,AN_WO,AN_DO,AN_DO,YES,YES
PDR2198,*ǯeṟ-,centipede,AN_IN,AN_AN,AN_IN,AN_WR,YES,
PDR2199,*ǯē[v]-,child,MK_CH,MK_BO,AN_KI,MK_CH,,YES
PDR2200,*ǯig-,"thick, sticky, viscid, gum",SP_TS,SP_SF,AN_GE,SR_TS,,
PDR2201,*ǯil-,"cold, chill",SP_CD,SP_HW,TI_WI,SP_CD,,YES
PDR2202,*ǯiŋk-,antelope,AN_DE,AN_AN,AN_BE,AN_DE,,YES
PDR2203,*ǯī̆nṭ- (?),to stick to; gum,PA_PR,FD_OI,BP_BI,PA_BI,,
PDR2204,*ǯol-,"bundle, tress at the back of the head; back",BP_HA,DF_HS,BP_FO,BP_HE,,
PDR2205,*ǯon-[aḷ]-,maize,AV_MA,FD_FD,AV_MA,AV_MA,YES,YES
PDR2206,*ǯō̆k-,care,EM_CA,EM_SS,EM_CA,EM_CA,YES,YES
PDR2207,*ǯōr-,to leak,MO_FL,PW_WF,BP_SP,FD_SU,,
PDR2208,*ǯuḷ-,pungent; to prick,SP_SP,SP_HA,CA_NE,SP_AC,,
PDR2209,*ǯuṟ(p)-,"to sip, suck",FD_SU,FD_DR,FD_SU,FD_SU,YES,YES
PDR2210,*ǯuṭ-,tuft of hair,BP_HA,AN_BI,BP_HA,BP_HA,YES,YES
PDR2211,*ǯuv-,fig tree,AV_TR,FD_FR,FD_FI,FD_FI,,
